candidate_id	chrom	start	end	strand	d0_umis	d0_cells	annotation_history_class	matched_primary_gene	overlapping_v49_added_genes	d1_discovery	polyasite	star_splice	support_count
D0_015460	chr4	163538735	163539727	-	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015461	chr5	10380030	10380932	+	75	69	preexisting_v49_gene_span			1	0	0	1
D0_015462	chr5	10416954	10417942	+	75	71	preexisting_v49_gene_span			1	0	0	1
D0_015463	chr5	39179653	39180614	-	75	69	preexisting_v49_gene_span			1	0	0	1
D0_015464	chr5	50717140	50718070	+	75	64	preexisting_v49_gene_span			1	0	0	1
D0_015465	chr5	59018955	59019956	-	75	60	preexisting_v49_gene_span			1	1	0	2
D0_015466	chr5	62353035	62353603	+	75	67	other_v49_added_gene		ENSG00000288643	1	1	0	2
D0_015467	chr5	70083024	70088904	+	75	61	unresolved			1	0	0	1
D0_015468	chr5	70120427	70121384	+	75	69	unresolved			1	0	0	1
D0_015469	chr5	70248027	70248934	-	75	66	other_v49_added_gene		ENSG00000300022	1	0	0	1
D0_015470	chr5	70972922	70973806	-	75	70	preexisting_v49_gene_span			1	0	0	1
D0_015471	chr5	79244811	79245757	+	75	60	preexisting_v49_gene_span			1	0	0	1
D0_015472	chr5	88789000	88789860	-	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015473	chr5	96937963	96938959	+	75	70	preexisting_v49_gene_span			1	0	0	1
D0_015474	chr5	109718441	109719328	+	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015475	chr5	131264653	131265629	+	75	69	preexisting_v49_gene_span			1	1	0	2
D0_015476	chr5	132451123	132452088	+	75	70	preexisting_v49_gene_span			1	1	0	2
D0_015477	chr5	134378324	134379197	+	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015478	chr5	140475286	140476235	+	75	68	preexisting_v49_gene_span			1	1	0	2
D0_015479	chr5	140511872	140512858	+	75	69	preexisting_v49_gene_span			1	1	0	2
D0_015480	chr5	140533944	140534629	+	75	54	preexisting_v49_gene_span			1	0	0	1
D0_015481	chr5	141583748	141584036	-	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015482	chr5	169807496	169808023	+	75	69	preexisting_v49_gene_span			1	0	0	1
D0_015483	chr5	173064600	173064957	-	75	67	unresolved			1	0	0	1
D0_015484	chr5	175519856	175520119	-	75	69	unresolved			1	0	0	1
D0_015485	chr5	179808722	179809723	-	75	71	unresolved			1	0	0	1
D0_015486	chr5	180004900	180005752	-	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015487	chr6	2887561	2887835	+	75	69	unresolved			1	0	0	1
D0_015488	chr6	8434537	8434892	-	75	67	preexisting_v49_gene_span			1	1	0	2
D0_015489	chr6	16668226	16669096	-	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015490	chr6	24828360	24829272	-	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015491	chr6	26055657	26056415	-	75	68	preexisting_v49_gene_span			1	1	0	2
D0_015492	chr6	28898108	28901645	-	75	46	unresolved			1	1	0	2
D0_015493	chr6	32955839	32956824	-	75	67	preexisting_v49_gene_span			0	0	0	0
D0_015494	chr6	33016726	33018962	-	75	57	unresolved			1	0	0	1
D0_015495	chr6	36444954	36445925	+	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015496	chr6	36544911	36545301	+	75	64	unresolved			1	0	0	1
D0_015497	chr6	38117265	38117853	-	75	72	unresolved			1	0	0	1
D0_015498	chr6	41974161	41975149	-	75	72	preexisting_v49_gene_span			1	0	0	1
D0_015499	chr6	87683205	87684046	-	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015500	chr6	107411559	107412512	-	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015501	chr6	112088967	112089866	+	75	60	preexisting_v49_gene_span			1	1	0	2
D0_015502	chr6	118663274	118664221	-	75	64	preexisting_v49_gene_span			1	0	0	1
D0_015503	chr6	125883747	125884015	-	75	64	unresolved			1	0	0	1
D0_015504	chr6	127769350	127769830	-	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015505	chr6	142936106	142937106	-	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015506	chr6	149672756	149673757	-	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015507	chr6	158581608	158582608	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015508	chr7	5494490	5495273	-	75	67	preexisting_v49_gene_span			1	1	0	2
D0_015509	chr7	18345011	18345945	+	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015510	chr7	29056959	29057955	-	75	58	preexisting_v49_gene_span			1	0	0	1
D0_015511	chr7	30362237	30363198	+	75	70	preexisting_v49_gene_span			1	1	0	2
D0_015512	chr7	35807361	35808025	-	75	68	unresolved			1	0	0	1
D0_015513	chr7	36959739	36960735	-	75	69	preexisting_v49_gene_span			1	0	0	1
D0_015514	chr7	72993271	72994265	-	75	70	other_v49_added_gene		ENSG00000290832	1	0	0	1
D0_015515	chr7	74227566	74228565	+	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015516	chr7	76627983	76629354	+	75	69	other_v49_added_gene		ENSG00000290873	1	1	0	2
D0_015517	chr7	80647226	80648118	+	75	64	preexisting_v49_gene_span			1	0	0	1
D0_015518	chr7	87213473	87214301	-	75	70	preexisting_v49_gene_span			1	0	0	1
D0_015519	chr7	87885818	87886696	+	75	62	preexisting_v49_gene_span			1	1	0	2
D0_015520	chr7	100322359	100323333	+	75	69	preexisting_v49_gene_span			1	0	0	1
D0_015521	chr7	101855623	101856407	+	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015522	chr7	111316835	111317507	-	75	71	preexisting_v49_gene_span			1	0	0	1
D0_015523	chr7	111335926	111336926	-	75	71	preexisting_v49_gene_span			1	1	0	2
D0_015524	chr7	135153152	135153633	+	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015525	chr7	139060356	139060685	+	75	65	unresolved			1	0	0	1
D0_015526	chr7	140103351	140104301	-	75	70	preexisting_v49_gene_span			1	1	0	2
D0_015527	chr7	148742598	148742857	-	75	65	unresolved			1	0	0	1
D0_015528	chr7	151561709	151562266	+	75	67	unresolved			1	0	0	1
D0_015529	chr8	26333862	26334774	+	75	72	preexisting_v49_gene_span			1	0	0	1
D0_015530	chr8	30156154	30156275	-	75	67	preexisting_v49_gene_span			1	1	0	2
D0_015531	chr8	55897479	55898476	+	75	61	preexisting_v49_gene_span			1	0	0	1
D0_015532	chr8	70276923	70277912	-	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015533	chr8	70356684	70357674	-	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015534	chr8	73967436	73968028	-	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015535	chr8	99402374	99403371	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015536	chr8	101901222	101902171	-	75	64	preexisting_v49_gene_span			1	0	0	1
D0_015537	chr8	132756445	132757403	-	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015538	chr8	133069732	133069968	+	75	60	preexisting_v49_gene_span			1	0	0	1
D0_015539	chr9	6964377	6965234	+	75	68	preexisting_v49_gene_span			1	0	0	1
D0_015540	chr9	15484542	15485334	+	75	71	unresolved			1	1	0	2
D0_015541	chr9	33154736	33155550	-	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015542	chr9	37127254	37128255	+	75	69	preexisting_v49_gene_span			1	1	0	2
D0_015543	chr9	66263779	66269172	-	75	62	other_v49_added_gene		ENSG00000294550	1	0	0	1
D0_015544	chr9	77986290	77987291	-	75	70	other_v49_added_gene		ENSG00000307361	1	1	0	2
D0_015545	chr9	78008621	78009233	-	75	65	other_v49_added_gene		ENSG00000307361	1	1	0	2
D0_015546	chr9	85642529	85643374	-	75	64	preexisting_v49_gene_span			1	1	0	2
D0_015547	chr9	94388577	94389298	+	75	70	preexisting_v49_gene_span			1	0	0	1
D0_015548	chr9	94399529	94400513	+	75	64	preexisting_v49_gene_span			1	0	0	1
D0_015549	chr9	98072540	98073527	-	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015550	chr9	99110570	99111565	-	75	64	unresolved			1	0	0	1
D0_015551	chr9	107286009	107287009	+	75	59	preexisting_v49_gene_span			1	0	0	1
D0_015552	chr9	120612840	120613504	-	75	61	preexisting_v49_gene_span			1	1	0	2
D0_015553	chr9	121115324	121116056	+	75	61	preexisting_v49_gene_span			1	1	0	2
D0_015554	chr9	121145272	121145880	+	75	59	preexisting_v49_gene_span			1	0	0	1
D0_015555	chr10	12558275	12559252	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015556	chr10	13346761	13347618	-	75	62	preexisting_v49_gene_span			1	0	0	1
D0_015557	chr10	19940927	19941927	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015558	chr10	23443420	23444404	+	75	58	preexisting_v49_gene_span			1	1	0	2
D0_015559	chr10	35504797	35505339	+	75	72	preexisting_v49_gene_span			1	1	0	2
D0_015560	chr10	63256870	63257238	+	75	68	unresolved			1	0	0	1
D0_015561	chr10	63479136	63480120	-	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015562	chr10	72066395	72066799	-	75	62	preexisting_v49_gene_span			1	0	0	1
D0_015563	chr10	79258079	79258926	+	75	62	preexisting_v49_gene_span			1	0	0	1
D0_015564	chr10	96554501	96555488	-	75	66	preexisting_v49_gene_span			1	1	0	2
D0_015565	chr10	96561973	96562558	-	75	68	preexisting_v49_gene_span			1	1	0	2
D0_015566	chr10	96572003	96573004	-	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015567	chr10	96631666	96632630	-	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015568	chr10	101813714	101814602	-	75	68	preexisting_v49_gene_span			1	0	0	1
D0_015569	chr10	101966156	101966683	-	75	70	preexisting_v49_gene_span			1	0	0	1
D0_015570	chr10	110054447	110055136	-	75	67	unresolved			1	0	0	1
D0_015571	chr10	119407742	119408741	+	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015572	chr10	119588390	119589379	-	75	68	preexisting_v49_gene_span			1	1	0	2
D0_015573	chr10	131902653	131903624	-	75	65	unresolved			1	1	0	2
D0_015574	chr10	133447253	133450828	+	75	56	unresolved			1	1	0	2
D0_015575	chr11	3894860	3895801	-	75	69	unresolved			1	0	0	1
D0_015576	chr11	8668031	8668803	-	75	69	preexisting_v49_gene_span			1	0	0	1
D0_015577	chr11	11901475	11902271	+	75	69	preexisting_v49_gene_span			1	1	0	2
D0_015578	chr11	18398654	18399220	-	75	63	unresolved			1	0	0	1
D0_015579	chr11	18626980	18627819	+	75	66	unresolved			1	0	0	1
D0_015580	chr11	43468423	43469413	+	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015581	chr11	67183746	67184740	+	75	69	preexisting_v49_gene_span			1	0	0	1
D0_015582	chr11	67294569	67295569	+	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015583	chr11	73042678	73043679	-	75	62	preexisting_v49_gene_span			1	0	0	1
D0_015584	chr11	73110288	73111185	-	75	62	preexisting_v49_gene_span			1	1	0	2
D0_015585	chr11	73970380	73974671	-	75	71	preexisting_v49_gene_span			1	1	0	2
D0_015586	chr11	77787437	77788427	+	75	69	unresolved			1	0	0	1
D0_015587	chr11	93738409	93739342	-	75	69	preexisting_v49_gene_span			1	1	1	3
D0_015588	chr11	96006889	96007741	-	75	62	preexisting_v49_gene_span			1	0	0	1
D0_015589	chr11	96121647	96122638	-	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015590	chr11	96247276	96248277	-	75	65	preexisting_v49_gene_span			1	1	0	2
D0_015591	chr11	116922394	116923342	-	75	66	preexisting_v49_gene_span			1	1	0	2
D0_015592	chr11	117011970	117012971	-	75	65	preexisting_v49_gene_span			1	1	0	2
D0_015593	chr11	119239869	119240864	+	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015594	chr12	7107183	7108128	-	75	66	preexisting_v49_gene_span			1	1	0	2
D0_015595	chr12	10129816	10130194	-	75	60	preexisting_v49_gene_span			1	0	0	1
D0_015596	chr12	11148942	11149490	-	75	69	preexisting_v49_gene_span			1	0	0	1
D0_015597	chr12	25230607	25231465	-	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015598	chr12	44540510	44541162	+	75	56	unresolved			1	0	0	1
D0_015599	chr12	51050744	51051707	+	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015600	chr12	51121625	51122516	-	75	68	preexisting_v49_gene_span			1	0	0	1
D0_015601	chr12	54512557	54513550	+	75	70	preexisting_v49_gene_span			1	0	0	1
D0_015602	chr12	62584521	62585383	+	75	69	preexisting_v49_gene_span			1	1	0	2
D0_015603	chr12	64455787	64456786	+	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015604	chr12	92107461	92108386	-	75	71	preexisting_v49_gene_span			1	1	0	2
D0_015605	chr12	116175851	116176842	+	75	67	unresolved			1	0	0	1
D0_015606	chr12	121321146	121322068	-	75	64	preexisting_v49_gene_span			1	1	0	2
D0_015607	chr13	24276949	24277921	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015608	chr13	25520578	25520764	-	75	69	unresolved			1	0	0	1
D0_015609	chr13	73727126	73728041	-	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015610	chr13	91352616	91353136	+	75	61	preexisting_v49_gene_span			1	1	0	2
D0_015611	chr13	114070575	114071553	-	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015612	chr14	22482361	22482727	+	75	38	unresolved			1	0	0	1
D0_015613	chr14	49636059	49639303	-	75	66	unresolved			1	0	0	1
D0_015614	chr14	50214057	50215041	-	75	67	preexisting_v49_gene_span			1	1	0	2
D0_015615	chr14	56204805	56205806	+	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015616	chr14	61432170	61433171	+	75	68	preexisting_v49_gene_span			1	0	0	1
D0_015617	chr14	63400428	63400709	+	75	65	unresolved			1	0	0	1
D0_015618	chr14	67953134	67953945	+	75	63	preexisting_v49_gene_span			1	1	0	2
D0_015619	chr14	71398044	71398883	-	75	66	unresolved			1	1	0	2
D0_015620	chr14	73145778	73146681	+	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015621	chr14	73302465	73303394	-	75	68	preexisting_v49_gene_span			1	0	0	1
D0_015622	chr14	81220457	81220889	+	75	62	preexisting_v49_gene_span			1	1	0	2
D0_015623	chr15	25398980	25399958	-	75	62	preexisting_v49_gene_span			1	0	0	1
D0_015624	chr15	51905269	51905879	+	75	68	preexisting_v49_gene_span			1	0	0	1
D0_015625	chr15	56950322	56951115	-	75	70	unresolved			1	0	0	1
D0_015626	chr15	56995279	56995516	-	75	67	unresolved			1	0	0	1
D0_015627	chr15	60590133	60591130	-	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015628	chr15	66392287	66392831	-	75	69	unresolved			1	0	0	1
D0_015629	chr15	68099852	68100616	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015630	chr15	80076649	80077565	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015631	chr15	85503906	85504687	+	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015632	chr15	85673697	85673939	-	75	72	unresolved			1	0	0	1
D0_015633	chr15	94436883	94437882	+	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015634	chr16	2746438	2747135	-	75	64	preexisting_v49_gene_span			1	1	0	2
D0_015635	chr16	3310479	3311399	+	75	70	preexisting_v49_gene_span			1	1	0	2
D0_015636	chr16	14592784	14593488	+	75	69	unresolved			1	0	0	1
D0_015637	chr16	18502955	18503953	-	75	64	preexisting_v49_gene_span			1	0	0	1
D0_015638	chr16	23916281	23916972	-	75	62	unresolved			1	0	0	1
D0_015639	chr16	28917287	28918284	-	75	68	preexisting_v49_gene_span			1	0	0	1
D0_015640	chr16	29249521	29250124	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015641	chr16	89884366	89885258	+	75	69	preexisting_v49_gene_span			1	1	0	2
D0_015642	chr17	5344585	5345416	+	75	72	preexisting_v49_gene_span			1	0	0	1
D0_015643	chr17	7584605	7585472	+	75	64	preexisting_v49_gene_span			1	0	0	1
D0_015644	chr17	16035573	16036479	-	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015645	chr17	21299405	21299699	+	75	62	preexisting_v49_gene_span			1	0	0	1
D0_015646	chr17	28895485	28896475	-	75	66	preexisting_v49_gene_span			1	1	0	2
D0_015647	chr17	29447460	29448258	-	75	71	unresolved			1	0	0	1
D0_015648	chr17	29706851	29707826	-	75	61	preexisting_v49_gene_span			1	0	0	1
D0_015649	chr17	30784566	30785509	-	75	66	preexisting_v49_gene_span			1	1	0	2
D0_015650	chr17	45522354	45523155	-	75	66	other_v49_added_gene		ENSG00000291175	1	0	0	1
D0_015651	chr17	47133750	47134694	-	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015652	chr17	48065584	48069565	+	75	68	unresolved			1	1	0	2
D0_015653	chr17	48127820	48133204	+	75	64	unresolved			1	1	0	2
D0_015654	chr17	58657021	58658000	-	75	54	preexisting_v49_gene_span			1	1	0	2
D0_015655	chr17	63764677	63765613	-	75	71	preexisting_v49_gene_span			1	1	0	2
D0_015656	chr17	64472205	64477547	-	75	61	unresolved			1	1	0	2
D0_015657	chr17	67589408	67590237	+	75	61	preexisting_v49_gene_span			1	0	0	1
D0_015658	chr17	74169869	74170325	-	75	56	other_v49_added_gene		ENSG00000295064	1	0	0	1
D0_015659	chr17	77978799	77979753	+	75	67	preexisting_v49_gene_span			1	1	0	2
D0_015660	chr17	77982099	77982897	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015661	chr17	80340609	80341291	-	75	71	unresolved			1	0	0	1
D0_015662	chr18	2755008	2755803	-	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015663	chr18	21033585	21033849	+	75	70	unresolved			1	0	0	1
D0_015664	chr18	21679212	21680181	-	75	64	preexisting_v49_gene_span			1	0	0	1
D0_015665	chr18	36065395	36066299	-	75	63	preexisting_v49_gene_span			1	1	0	2
D0_015666	chr18	49212559	49213560	-	75	64	preexisting_v49_gene_span			1	0	0	1
D0_015667	chr18	58672411	58673326	+	75	66	preexisting_v49_gene_span			1	1	0	2
D0_015668	chr18	62277428	62278390	+	75	68	preexisting_v49_gene_span			1	1	0	2
D0_015669	chr18	62528906	62529771	+	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015670	chr18	79084373	79085031	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015671	chr18	79388917	79391734	+	75	64	unresolved			1	1	0	2
D0_015672	chr19	5633455	5634451	+	75	69	preexisting_v49_gene_span			1	0	0	1
D0_015673	chr19	5655172	5656031	+	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015674	chr19	7423514	7424444	+	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015675	chr19	11991331	11992107	+	75	58	preexisting_v49_gene_span			1	0	0	1
D0_015676	chr19	13837775	13838524	+	75	66	unresolved			1	0	0	1
D0_015677	chr19	15462576	15463555	-	75	65	preexisting_v49_gene_span			1	0	0	1
D0_015678	chr19	17862939	17863224	-	75	75	unresolved			1	0	0	1
D0_015679	chr19	20037884	20038866	-	75	62	preexisting_v49_gene_span			1	0	0	1
D0_015680	chr19	20636503	20637408	+	75	69	unresolved			1	0	0	1
D0_015681	chr20	33820660	33821643	+	75	55	preexisting_v49_gene_span			1	0	0	1
D0_015682	chr20	36924269	36925087	-	75	70	preexisting_v49_gene_span			1	1	0	2
D0_015683	chr21	14531347	14532342	-	75	55	preexisting_v49_gene_span			1	0	0	1
D0_015684	chr21	31681364	31682262	-	75	64	preexisting_v49_gene_span			1	1	0	2
D0_015685	chr21	36355500	36356501	+	75	68	preexisting_v49_gene_span			1	1	0	2
D0_015686	chr21	39308181	39309079	+	75	69	unresolved			1	0	0	1
D0_015687	chr21	42514791	42515291	+	75	63	preexisting_v49_gene_span			1	0	0	1
D0_015688	chr22	17762593	17763570	-	75	64	preexisting_v49_gene_span			1	0	0	1
D0_015689	chr22	17775027	17777319	-	75	49	unresolved			1	0	0	1
D0_015690	chr22	20460324	20461322	+	75	63	unresolved			1	1	0	2
D0_015691	chr22	21819671	21820542	-	75	62	preexisting_v49_gene_span			1	0	0	1
D0_015692	chr22	29981559	29982357	+	75	61	preexisting_v49_gene_span			1	0	0	1
D0_015693	chr22	36312947	36313480	+	75	69	unresolved			1	0	0	1
D0_015694	chr22	40513945	40514779	-	75	67	preexisting_v49_gene_span			1	0	0	1
D0_015695	chr22	40595152	40596145	-	75	61	preexisting_v49_gene_span			1	0	0	1
D0_015696	chr22	40634293	40635292	-	75	66	preexisting_v49_gene_span			1	0	0	1
D0_015697	chr22	42255930	42256858	-	75	69	preexisting_v49_gene_span			1	0	0	1
D0_015698	chr22	46825272	46826238	-	75	68	unresolved			1	0	0	1
D0_015699	chrX	37813208	37813399	-	75	67	unresolved			1	1	0	2
D0_015700	chrX	119577129	119578116	+	75	70	preexisting_v49_gene_span			1	0	0	1
D0_015701	chrX	153997476	154010351	-	75	59	unresolved			1	1	0	2
D0_015702	chrY	1506504	1507445	-	75	68	other_v49_added_gene		ENSG00000292333	1	0	0	1
D0_015703	chrY	2355038	2356003	+	75	66	unresolved			1	0	0	1
D0_015704	chrY	7357141	7357733	+	75	67	other_v49_added_gene		ENSG00000293442	1	0	0	1
D0_015705	chrY	7367837	7368332	-	75	69	unresolved			1	0	0	1
D0_015706	chr2	7730946	7734141	+	74	54	preexisting_v49_gene_span			1	1	0	2
D0_015707	chr2	23743441	23746661	-	74	70	unresolved			1	1	0	2
D0_015708	chr4	46590638	46724608	-	74	66	preexisting_v49_gene_span			1	1	0	2
D0_015709	chr4	82815120	82818451	-	74	64	preexisting_v49_gene_span			1	1	0	2
D0_015710	chr10	9017228	9019309	-	74	32	other_v49_added_gene		ENSG00000303941	1	0	0	1
D0_015711	chr10	12343334	12349427	-	74	59	other_v49_added_gene		ENSG00000304640	1	1	0	2
D0_015712	chr10	123984488	123991041	-	74	55	other_v49_added_gene		ENSG00000307961	1	1	0	2
D0_015713	chr11	60165941	60170570	-	74	55	preexisting_v49_gene_span			1	1	0	2
D0_015714	chr12	31811713	31825550	-	74	49	unresolved			1	1	0	2
D0_015715	chr12	115950791	115952277	-	74	60	unresolved			1	0	0	1
D0_015716	chr12	121642798	121648525	-	74	64	unresolved			1	0	0	1
D0_015717	chr14	39183362	39188379	+	74	64	unresolved			1	1	0	2
D0_015718	chr16	30254806	30256630	+	74	66	other_v49_added_gene		ENSG00000302389	1	0	0	1
D0_015719	chr19	18289080	18294651	-	74	58	other_v49_added_gene		ENSG00000293983,ENSG00000294019	1	1	0	2
D0_015720	chr20	34124120	34130123	+	74	62	unresolved			1	0	0	1
D0_015721	chr20	37960061	37968584	-	74	45	unresolved			1	1	0	2
D0_015722	chr20	49104693	49112626	+	74	56	unresolved			1	1	0	2
D0_015723	chr21	32515402	32519034	-	74	64	preexisting_v49_gene_span			1	0	0	1
D0_015724	chr21	32557659	32561591	-	74	63	preexisting_v49_gene_span			1	1	0	2
D0_015725	chr22	22274828	22283769	-	74	66	unresolved			1	1	0	2
D0_015726	chrX	65129208	65135576	+	74	63	preexisting_v49_gene_span			1	0	0	1
D0_015727	chr1	989512	993045	-	73	33	unresolved			1	1	0	2
D0_015728	chr2	55514970	55519502	-	73	59	other_v49_added_gene		ENSG00000308549	1	0	0	1
D0_015729	chr2	202322798	202329100	+	73	55	unresolved			1	1	0	2
D0_015730	chr3	23748960	23749661	+	73	53	unresolved			1	0	0	1
D0_015731	chr3	128817980	128825915	+	73	62	preexisting_v49_gene_span			1	1	0	2
D0_015732	chr4	77819642	77824081	+	73	64	other_v49_added_gene		ENSG00000289379	1	1	0	2
D0_015733	chr5	80405553	80407838	-	73	59	other_v49_added_gene		ENSG00000289317	1	1	0	2
D0_015734	chr6	24720156	24720811	+	73	52	primary_match	ENSG00000288851	ENSG00000288851	1	1	0	2
D0_015735	chr7	44886420	44887802	+	73	66	other_v49_added_gene		ENSG00000307228	1	1	0	2
D0_015736	chr7	101639044	101790374	+	73	59	other_v49_added_gene		ENSG00000310396	1	1	0	2
D0_015737	chr8	42140642	42143956	+	73	58	primary_match	ENSG00000289603	ENSG00000289603	1	1	0	2
D0_015738	chr8	56049676	56049899	-	73	69	unresolved			1	1	0	2
D0_015739	chr8	143549946	143552469	-	73	65	preexisting_v49_gene_span			1	1	0	2
D0_015740	chr9	80303145	80305117	+	73	50	unresolved			1	1	0	2
D0_015741	chr9	96790386	96796042	-	73	57	unresolved			1	0	0	1
D0_015742	chr9	96812128	96815756	-	73	62	preexisting_v49_gene_span			1	1	0	2
D0_015743	chr9	136929377	136931329	-	73	59	unresolved			1	1	0	2
D0_015744	chr10	43433818	43436737	-	73	58	unresolved			1	1	0	2
D0_015745	chr10	68474562	68477689	-	73	53	preexisting_v49_gene_span			1	1	0	2
D0_015746	chr10	101755858	101756355	-	73	68	other_v49_added_gene		ENSG00000302227	1	0	0	1
D0_015747	chr12	32010141	32016953	+	73	65	unresolved			1	0	0	1
D0_015748	chr13	89093633	89093785	+	73	70	unresolved			1	1	0	2
D0_015749	chr14	77094296	77097886	-	73	62	other_v49_added_gene		ENSG00000303418	1	1	0	2
D0_015750	chr17	388537	402532	-	73	61	unresolved			1	1	0	2
D0_015751	chr17	7157228	7168865	-	73	53	unresolved			1	1	0	2
D0_015752	chr22	26839828	26842174	-	73	62	unresolved			1	0	0	1
D0_015753	GL000009.2	54384	124804	-	73	69	unresolved			1	1	0	2
D0_015754	KI270442.1	384950	386428	+	73	63	unresolved			1	1	0	2
D0_015755	chr1	15811425	15827263	-	72	63	preexisting_v49_gene_span			1	1	0	2
D0_015756	chr1	159055850	159060279	+	72	63	unresolved			1	1	0	2
D0_015757	chr1	178652379	178669240	+	72	47	unresolved			1	1	0	2
D0_015758	chr2	23730225	23730684	+	72	67	unresolved			1	0	0	1
D0_015759	chr2	136329278	136329391	-	72	70	unresolved			1	1	0	2
D0_015760	chr2	193310304	193593186	+	72	27	other_v49_added_gene		ENSG00000305948	1	1	0	2
D0_015761	chr3	141874830	141875873	-	72	56	unresolved			1	1	0	2
D0_015762	chr4	113440142	113444976	-	72	59	preexisting_v49_gene_span			1	1	0	2
D0_015763	chr9	40106835	40112508	+	72	60	other_v49_added_gene		ENSG00000296560	1	1	0	2
D0_015764	chr9	129773830	129774469	+	72	53	unresolved			1	0	0	1
D0_015765	chr10	73415591	73422159	-	72	56	unresolved			1	1	0	2
D0_015766	chr10	87489690	87500217	+	72	65	other_v49_added_gene		ENSG00000305816	1	1	0	2
D0_015767	chr13	40923233	40931921	-	72	58	preexisting_v49_gene_span			1	1	0	2
D0_015768	chr14	73127221	73133119	+	72	55	unresolved			1	1	0	2
D0_015769	chr14	102077768	102080590	-	72	61	unresolved			1	1	0	2
D0_015770	chr15	74778468	74781928	-	72	61	unresolved			1	1	0	2
D0_015771	chr16	28837295	28842367	+	72	60	unresolved			1	1	0	2
D0_015772	chr19	1937885	1940877	-	72	63	other_v49_added_gene		ENSG00000303713,ENSG00000303728	1	1	0	2
D0_015773	chr19	2497865	2511029	-	72	47	preexisting_v49_gene_span			1	0	0	1
D0_015774	chr19	29603079	29606039	-	72	65	other_v49_added_gene		ENSG00000308527	1	1	0	2
D0_015775	chrX	30594556	30613832	-	72	57	other_v49_added_gene		ENSG00000294030,ENSG00000294050	1	0	0	1
D0_015776	chrX	89382026	89416114	+	72	61	unresolved			1	0	0	1
D0_015777	chr1	12209341	12214242	+	71	59	unresolved			1	1	0	2
D0_015778	chr1	77772952	77773173	-	71	64	unresolved			1	1	0	2
D0_015779	chr1	88997851	89004641	-	71	61	unresolved			1	0	0	1
D0_015780	chr1	149841440	149842180	-	71	67	unresolved			1	1	0	2
