candidate_id	chrom	start	end	strand	d0_umis	d0_cells	annotation_history_class	matched_primary_gene	overlapping_v49_added_genes	d1_discovery	polyasite	star_splice	support_count
D0_007375	chr9	114604217	114606842	+	16	14	unresolved			1	1	0	2
D0_007376	chr9	120930031	120931648	-	16	13	preexisting_v49_gene_span			1	0	0	1
D0_007377	chr9	128696619	128699921	+	16	16	unresolved			1	1	0	2
D0_007378	chr9	129775841	129776512	-	16	15	other_v49_added_gene		ENSG00000295529	1	0	0	1
D0_007379	chr9	129882760	129883659	+	16	16	unresolved			1	0	0	1
D0_007380	chr9	131247343	131248948	-	16	16	unresolved			1	1	0	2
D0_007381	chr9	131541830	131544179	-	16	15	unresolved			1	0	0	1
D0_007382	chr10	3893173	3894810	+	16	14	unresolved			1	1	0	2
D0_007383	chr10	6259971	6260385	+	16	13	unresolved			1	1	0	2
D0_007384	chr10	7149141	7149254	+	16	16	unresolved			1	0	0	1
D0_007385	chr10	8351040	8351157	+	16	15	preexisting_v49_gene_span			0	0	0	0
D0_007386	chr10	22003817	22006513	+	16	12	unresolved			1	0	0	1
D0_007387	chr10	38380969	38382601	-	16	15	unresolved			1	0	0	1
D0_007388	chr10	53468919	53472034	-	16	16	unresolved			1	0	0	1
D0_007389	chr10	68796119	68807293	-	16	16	unresolved			1	0	1	2
D0_007390	chr10	69058361	69059393	+	16	14	other_v49_added_gene		ENSG00000297252	1	1	0	2
D0_007391	chr10	74751722	74819040	-	16	16	unresolved			1	1	0	2
D0_007392	chr10	74800938	74809900	+	16	16	unresolved			1	0	0	1
D0_007393	chr10	79658140	79660854	-	16	16	unresolved			1	1	0	2
D0_007394	chr10	99773665	99775791	-	16	16	unresolved			1	0	0	1
D0_007395	chr10	102086704	102087611	-	16	15	unresolved			1	0	0	1
D0_007396	chr10	102106538	102106842	-	16	16	preexisting_v49_gene_span			1	1	0	2
D0_007397	chr10	112941790	112947917	+	16	14	preexisting_v49_gene_span			1	1	0	2
D0_007398	chr10	118755338	118756555	+	16	13	other_v49_added_gene		ENSG00000303302	1	1	0	2
D0_007399	chr10	123179518	123183124	+	16	15	unresolved			1	1	0	2
D0_007400	chr10	124792351	124795256	+	16	14	unresolved			1	1	0	2
D0_007401	chr10	131963827	131965085	-	16	14	unresolved			1	1	0	2
D0_007402	chr10	133277331	133278628	-	16	12	unresolved			1	0	0	1
D0_007403	chr11	1518787	1520478	-	16	15	unresolved			1	0	0	1
D0_007404	chr11	30338225	30339743	+	16	14	preexisting_v49_gene_span			1	1	0	2
D0_007405	chr11	61296807	61298079	-	16	16	unresolved			1	1	0	2
D0_007406	chr11	61399451	61402179	-	16	11	unresolved			1	0	0	1
D0_007407	chr11	62556344	62559070	+	16	12	unresolved			1	1	0	2
D0_007408	chr11	62591836	62593204	+	16	16	other_v49_added_gene		ENSG00000308510	1	1	0	2
D0_007409	chr11	64329945	64331268	-	16	15	preexisting_v49_gene_span			1	0	0	1
D0_007410	chr11	65260190	65260730	-	16	13	unresolved			1	0	0	1
D0_007411	chr11	65466913	65468743	+	16	12	other_v49_added_gene		ENSG00000291174	1	1	0	2
D0_007412	chr11	86196693	86196802	+	16	16	unresolved			1	0	0	1
D0_007413	chr11	104236392	104236519	-	16	15	unresolved			1	0	0	1
D0_007414	chr11	121648451	121650807	+	16	15	unresolved			1	0	0	1
D0_007415	chr11	123019291	123019622	+	16	16	unresolved			1	0	0	1
D0_007416	chr11	123037584	123039557	+	16	13	unresolved			1	0	0	1
D0_007417	chr12	684739	686343	-	16	16	preexisting_v49_gene_span			1	0	0	1
D0_007418	chr12	9129512	9130991	-	16	11	unresolved			1	0	0	1
D0_007419	chr12	10600219	10600846	-	16	14	unresolved			1	1	0	2
D0_007420	chr12	11342868	11343994	+	16	13	unresolved			1	0	0	1
D0_007421	chr12	11648252	11649734	-	16	16	unresolved			1	1	0	2
D0_007422	chr12	11898220	11900227	+	16	14	unresolved			1	0	0	1
D0_007423	chr12	31873910	31876620	+	16	15	unresolved			1	0	0	1
D0_007424	chr12	32667943	32678762	-	16	10	unresolved			1	0	0	1
D0_007425	chr12	45914627	45919113	-	16	15	unresolved			1	1	0	2
D0_007426	chr12	51089499	51092688	-	16	15	unresolved			1	1	0	2
D0_007427	chr12	61342760	61342885	+	16	16	unresolved			1	0	0	1
D0_007428	chr12	67685411	67686140	-	16	16	unresolved			1	0	0	1
D0_007429	chr12	68475212	68475299	+	16	16	unresolved			1	1	0	2
D0_007430	chr12	73354794	73506162	+	16	16	other_v49_added_gene		ENSG00000294955	1	1	0	2
D0_007431	chr12	91875810	91876891	-	16	15	other_v49_added_gene		ENSG00000304322	1	0	0	1
D0_007432	chr12	98508372	98511445	-	16	11	unresolved			1	1	0	2
D0_007433	chr12	98591966	98593478	-	16	13	unresolved			1	0	0	1
D0_007434	chr12	100017030	100019688	-	16	13	unresolved			1	1	0	2
D0_007435	chr12	113192456	113194325	+	16	15	preexisting_v49_gene_span			1	1	0	2
D0_007436	chr12	116277863	116279773	+	16	13	other_v49_added_gene		ENSG00000299468	1	1	0	2
D0_007437	chr12	121594019	121597706	-	16	15	other_v49_added_gene		ENSG00000302371	1	0	0	1
D0_007438	chr12	132481136	132484409	-	16	14	unresolved			1	0	0	1
D0_007439	chr12	132594570	132595073	+	16	16	unresolved			1	0	0	1
D0_007440	chr12	132961131	132971847	-	16	13	unresolved			1	0	0	1
D0_007441	chr13	45118666	45120365	-	16	14	preexisting_v49_gene_span			1	1	0	2
D0_007442	chr13	45318037	45320796	+	16	14	preexisting_v49_gene_span			1	0	0	1
D0_007443	chr13	109469296	109471563	-	16	12	unresolved			1	0	0	1
D0_007444	chr14	22589607	22592195	+	16	16	other_v49_added_gene		ENSG00000305009	1	0	0	1
D0_007445	chr14	30369280	30369439	+	16	16	other_v49_added_gene		ENSG00000306743	1	1	0	2
D0_007446	chr14	30620647	30622186	+	16	16	unresolved			1	0	0	1
D0_007447	chr14	30829039	30829380	+	16	14	unresolved			1	0	0	1
D0_007448	chr14	35043709	35044822	-	16	15	unresolved			1	1	0	2
D0_007449	chr14	50842013	50842914	+	16	16	unresolved			1	0	0	1
D0_007450	chr14	51265757	51269421	+	16	14	unresolved			1	1	0	2
D0_007451	chr14	61797115	61797543	-	16	14	unresolved			1	0	0	1
D0_007452	chr14	65368155	65370527	-	16	16	unresolved			1	0	0	1
D0_007453	chr14	69040713	69043729	-	16	15	unresolved			1	1	0	2
D0_007454	chr14	76892393	76912864	+	16	16	unresolved			1	0	0	1
D0_007455	chr14	95475903	95477817	-	16	16	preexisting_v49_gene_span			1	1	0	2
D0_007456	chr14	103514603	103514921	-	16	16	unresolved			1	0	0	1
D0_007457	chr15	40732482	40735610	-	16	16	preexisting_v49_gene_span			1	1	0	2
D0_007458	chr15	41514571	41516177	+	16	12	unresolved			1	0	0	1
D0_007459	chr15	49820783	49823423	-	16	12	unresolved			1	0	0	1
D0_007460	chr15	55176888	55180359	-	16	16	unresolved			1	0	0	1
D0_007461	chr15	63309983	63313565	+	16	12	unresolved			1	0	0	1
D0_007462	chr15	65035560	65035781	-	16	15	unresolved			1	0	0	1
D0_007463	chr15	74913870	74916893	-	16	16	unresolved			1	1	0	2
D0_007464	chr15	74915723	74918000	+	16	14	unresolved			1	1	0	2
D0_007465	chr15	78538952	78540128	-	16	13	other_v49_added_gene		ENSG00000297264	1	0	0	1
D0_007466	chr15	82806617	82809581	-	16	14	unresolved			1	1	0	2
D0_007467	chr15	84658690	84659123	-	16	16	unresolved			1	0	0	1
D0_007468	chr15	89821656	89821962	+	16	14	other_v49_added_gene		ENSG00000295020	1	0	0	1
D0_007469	chr15	96842855	96842960	+	16	16	unresolved			1	0	0	1
D0_007470	chr16	712907	713598	+	16	16	unresolved			1	1	0	2
D0_007471	chr16	4460229	4460819	+	16	15	unresolved			1	1	0	2
D0_007472	chr16	15227623	15265131	+	16	15	unresolved			1	0	0	1
D0_007473	chr16	17046562	17047379	+	16	15	preexisting_v49_gene_span			1	1	0	2
D0_007474	chr16	21374501	21376282	-	16	11	unresolved			1	0	0	1
D0_007475	chr16	25453955	25454061	-	16	16	unresolved			1	0	0	1
D0_007476	chr16	26484195	26484325	-	16	16	unresolved			1	0	0	1
D0_007477	chr16	30627200	30628610	+	16	16	unresolved			1	0	0	1
D0_007478	chr16	31596895	31598012	-	16	15	unresolved			1	1	0	2
D0_007479	chr16	31712251	31712656	+	16	16	unresolved			1	0	0	1
D0_007480	chr16	50663210	50663918	-	16	14	unresolved			1	0	0	1
D0_007481	chr16	69092553	69094013	-	16	15	unresolved			1	0	0	1
D0_007482	chr16	71809562	71812915	-	16	16	unresolved			1	1	0	2
D0_007483	chr16	77189661	77190289	-	16	15	unresolved			1	1	0	2
D0_007484	chr16	81387564	81388824	+	16	15	preexisting_v49_gene_span			1	1	0	2
D0_007485	chr16	81443531	81444714	-	16	12	other_v49_added_gene		ENSG00000307346	1	1	0	2
D0_007486	chr16	88118100	88118864	-	16	16	unresolved			1	0	0	1
D0_007487	chr17	1418223	1419222	+	16	13	unresolved			1	0	0	1
D0_007488	chr17	2403984	2405523	-	16	16	unresolved			1	1	0	2
D0_007489	chr17	8271480	8272822	+	16	15	unresolved			1	1	0	2
D0_007490	chr17	9248497	9250456	-	16	16	unresolved			1	0	0	1
D0_007491	chr17	16502732	16513427	-	16	16	unresolved			1	0	0	1
D0_007492	chr17	18814797	18815969	+	16	16	unresolved			1	0	0	1
D0_007493	chr17	20595755	20603009	+	16	16	unresolved			0	1	0	1
D0_007494	chr17	27320346	27323176	+	16	14	unresolved			1	0	0	1
D0_007495	chr17	28199356	28201522	+	16	12	unresolved			1	0	0	1
D0_007496	chr17	39250826	39252488	-	16	11	unresolved			1	1	0	2
D0_007497	chr17	41797242	41798094	-	16	16	unresolved			1	0	0	1
D0_007498	chr17	42186117	42188711	-	16	13	unresolved			1	1	0	2
D0_007499	chr17	42276709	42281791	+	16	15	unresolved			1	0	0	1
D0_007500	chr17	44223819	44228161	+	16	16	preexisting_v49_gene_span			1	1	0	2
D0_007501	chr17	45180280	45190863	+	16	15	unresolved			1	0	0	1
D0_007502	chr17	45589292	45594538	+	16	16	preexisting_v49_gene_span			1	1	0	2
D0_007503	chr17	48872150	48874598	+	16	16	unresolved			1	1	0	2
D0_007504	chr17	59540315	59551315	-	16	16	unresolved			1	1	0	2
D0_007505	chr17	63446428	63449261	+	16	11	unresolved			1	0	0	1
D0_007506	chr17	67986066	67987152	+	16	14	unresolved			1	1	0	2
D0_007507	chr17	74491138	74492866	+	16	14	unresolved			1	0	0	1
D0_007508	chr17	74980530	74981653	-	16	16	other_v49_added_gene		ENSG00000306291	1	1	0	2
D0_007509	chr17	75183104	75192576	+	16	15	unresolved			1	1	0	2
D0_007510	chr17	76256220	76256774	-	16	8	other_v49_added_gene		ENSG00000308644	1	0	0	1
D0_007511	chr17	80455096	80455632	+	16	16	other_v49_added_gene		ENSG00000296743	1	1	1	3
D0_007512	chr18	13792269	13819359	+	16	16	unresolved			1	1	0	2
D0_007513	chr18	15286318	15286455	+	16	16	unresolved			1	0	0	1
D0_007514	chr18	35146747	35147089	-	16	16	unresolved			1	0	0	1
D0_007515	chr18	45967845	45971594	+	16	15	unresolved			1	1	0	2
D0_007516	chr18	49475352	49476660	-	16	12	unresolved			1	0	0	1
D0_007517	chr18	54146835	54147783	-	16	16	unresolved			1	0	0	1
D0_007518	chr19	2504522	2510583	+	16	14	unresolved			1	1	0	2
D0_007519	chr19	3956437	3957893	+	16	16	other_v49_added_gene		ENSG00000294388	1	0	0	1
D0_007520	chr19	4082374	4082861	+	16	15	unresolved			1	0	0	1
D0_007521	chr19	9520115	9520875	+	16	16	unresolved			1	0	0	1
D0_007522	chr19	10346154	10346681	-	16	16	unresolved			1	0	0	1
D0_007523	chr19	11271586	11287852	-	16	16	unresolved			1	1	0	2
D0_007524	chr19	11986199	11987611	-	16	13	unresolved			1	0	0	1
D0_007525	chr19	12682062	12682665	-	16	12	unresolved			1	0	0	1
D0_007526	chr19	13103347	13104889	+	16	16	other_v49_added_gene		ENSG00000304024	1	1	0	2
D0_007527	chr19	14420575	14422338	+	16	13	unresolved			1	0	0	1
D0_007528	chr19	15348490	15349083	+	16	14	unresolved			1	0	0	1
D0_007529	chr19	17399581	17402787	-	16	15	unresolved			1	1	0	2
D0_007530	chr19	17866774	17868481	-	16	14	unresolved			1	1	0	2
D0_007531	chr19	18255613	18256776	+	16	15	unresolved			1	0	0	1
D0_007532	chr19	34473235	34475005	+	16	16	unresolved			1	1	0	2
D0_007533	chr19	37733745	37735498	-	16	12	unresolved			1	1	0	2
D0_007534	chr19	41445301	41448533	+	16	13	unresolved			1	1	0	2
D0_007535	chr19	44998682	45000353	+	16	15	unresolved			1	0	0	1
D0_007536	chr19	46285962	46286135	+	16	16	unresolved			1	0	0	1
D0_007537	chr19	47277414	47280807	+	16	13	preexisting_v49_gene_span			1	1	0	2
D0_007538	chr19	48111164	48112973	-	16	14	unresolved			1	0	0	1
D0_007539	chr19	49548520	49553571	+	16	13	unresolved			1	1	0	2
D0_007540	chr19	51405134	51409612	-	16	15	unresolved			1	0	1	2
D0_007541	chr19	51516917	51517746	-	16	12	unresolved			1	1	0	2
D0_007542	chr19	53844304	53845785	-	16	14	unresolved			1	0	0	1
D0_007543	chr19	54921361	54923479	+	16	15	unresolved			1	1	0	2
D0_007544	chr20	2830092	2832560	-	16	15	unresolved			1	1	0	2
D0_007545	chr20	4685274	4686307	-	16	14	unresolved			1	1	0	2
D0_007546	chr20	23345655	23346002	-	16	13	preexisting_v49_gene_span			1	0	0	1
D0_007547	chr20	31588419	31593341	+	16	16	preexisting_v49_gene_span			1	0	0	1
D0_007548	chr20	38800641	38801840	-	16	16	unresolved			1	1	0	2
D0_007549	chr20	40681162	40685797	-	16	14	unresolved			1	0	0	1
D0_007550	chr20	41693660	41694313	+	16	12	unresolved			1	1	0	2
D0_007551	chr20	44286348	44287378	-	16	16	unresolved			1	0	0	1
D0_007552	chr20	49194255	49199057	+	16	14	unresolved			1	0	0	1
D0_007553	chr20	53672431	53702448	-	16	13	unresolved			1	1	0	2
D0_007554	chr20	62120898	62121762	-	16	14	other_v49_added_gene		ENSG00000289236	1	0	0	1
D0_007555	chr20	62794625	62796298	-	16	13	other_v49_added_gene		ENSG00000304909	1	1	0	2
D0_007556	chr21	15886375	15887640	-	16	15	unresolved			1	0	0	1
D0_007557	chr21	28780236	28781338	-	16	14	preexisting_v49_gene_span			1	1	0	2
D0_007558	chr21	28994536	28997243	-	16	14	other_v49_added_gene		ENSG00000308554	1	1	0	2
D0_007559	chr21	31640357	31641442	-	16	16	preexisting_v49_gene_span			1	0	0	1
D0_007560	chr21	32222689	32231798	+	16	16	unresolved			1	1	0	2
D0_007561	chr21	43714159	43715903	-	16	14	unresolved			1	0	0	1
D0_007562	chr21	44132145	44133015	+	16	16	unresolved			1	0	0	1
D0_007563	chr22	12115932	12181093	+	16	15	other_v49_added_gene		ENSG00000298316	1	0	0	1
D0_007564	chr22	17077679	17079618	+	16	15	unresolved			1	1	0	2
D0_007565	chr22	17782278	17784721	+	16	14	unresolved			1	0	0	1
D0_007566	chr22	18588332	18589691	-	16	16	unresolved			1	0	0	1
D0_007567	chr22	19858916	19859500	-	16	15	unresolved			1	0	0	1
D0_007568	chr22	20076251	20077597	-	16	16	unresolved			1	0	0	1
D0_007569	chr22	26792133	26792539	-	16	16	unresolved			1	0	0	1
D0_007570	chr22	31349119	31354490	+	16	16	unresolved			1	1	0	2
D0_007571	chr22	35360249	35366909	-	16	16	unresolved			1	0	0	1
D0_007572	chr22	39346111	39346973	+	16	15	unresolved			0	0	0	0
D0_007573	chr22	40940256	40943579	+	16	14	unresolved			1	1	0	2
D0_007574	chr22	42071503	42073016	+	16	14	unresolved			1	1	0	2
D0_007575	chr22	47431306	47433711	-	16	13	preexisting_v49_gene_span			1	0	0	1
D0_007576	chr22	49839144	49840961	+	16	11	unresolved			1	0	0	1
D0_007577	chr22	50543221	50544482	-	16	15	preexisting_v49_gene_span			1	0	0	1
D0_007578	chrX	13686826	13689025	-	16	9	unresolved			1	1	0	2
D0_007579	chrX	21995096	21997981	+	16	14	unresolved			1	1	0	2
D0_007580	chrX	35021119	35021248	-	16	16	unresolved			1	0	0	1
D0_007581	chrX	48608991	48609544	+	16	15	unresolved			1	0	0	1
D0_007582	chrX	53927488	53929705	+	16	16	unresolved			1	0	0	1
D0_007583	chrX	57176309	57177574	+	16	16	preexisting_v49_gene_span			1	0	0	1
D0_007584	chrX	65094271	65094686	-	16	14	unresolved			1	0	0	1
D0_007585	chrX	76193088	76194601	+	16	14	unresolved			1	1	0	2
D0_007586	chrX	77503925	77504466	-	16	14	unresolved			1	1	0	2
D0_007587	chrX	78765575	78765913	+	16	16	unresolved			1	0	0	1
D0_007588	chrX	100960713	100963449	+	16	14	unresolved			1	0	0	1
D0_007589	chrX	103672030	103675124	-	16	12	other_v49_added_gene		ENSG00000297314	1	1	0	2
D0_007590	chrX	107465165	107466865	+	16	13	preexisting_v49_gene_span			1	0	0	1
D0_007591	chrX	108991381	108991545	+	16	14	unresolved			1	0	0	1
D0_007592	chrX	117143657	117274141	-	16	16	unresolved			1	1	0	2
D0_007593	chrX	119221742	119221890	+	16	14	unresolved			1	0	0	1
D0_007594	chrX	119774687	119782143	+	16	14	unresolved			1	1	0	2
D0_007595	chrX	121685651	121863546	-	16	16	unresolved			1	1	0	2
D0_007596	chrX	125399644	125399729	+	16	12	unresolved			1	0	0	1
D0_007597	chrX	145436854	145438523	+	16	16	unresolved			1	1	0	2
D0_007598	chrX	146042543	146062082	+	16	15	unresolved			1	0	0	1
D0_007599	chrY	1644331	1659022	-	16	16	unresolved			1	0	0	1
D0_007600	chrY	1771015	1771406	-	16	13	unresolved			1	0	0	1
D0_007601	chrY	7381994	7382373	+	16	15	unresolved			1	0	0	1
D0_007602	chrY	13029084	13029790	-	16	16	unresolved			1	0	0	1
D0_007603	chrY	13571460	13571664	+	16	15	other_v49_added_gene		ENSG00000297994	1	0	0	1
D0_007604	chrY	19609479	19610795	+	16	16	unresolved			1	1	0	2
D0_007605	chrY	19684270	19685293	-	16	15	unresolved			1	0	0	1
D0_007606	chrY	21136491	21149870	-	16	13	other_v49_added_gene		ENSG00000297760	1	1	0	2
D0_007607	chrY	21188841	21191340	-	16	9	unresolved			1	0	0	1
D0_007608	chrY	24318695	24319059	+	16	16	unresolved			1	0	0	1
D0_007609	GL000219.1	68325	70539	-	16	15	unresolved			1	1	0	2
D0_007610	KI270718.1	34399	36824	-	16	15	unresolved			1	0	0	1
D0_007611	KI270744.1	39479	39784	-	16	14	unresolved			1	0	0	1
D0_007612	chr1	8912240	8914146	+	15	14	unresolved			1	1	0	2
D0_007613	chr1	9649052	9651428	-	15	13	unresolved			1	0	0	1
D0_007614	chr1	12017076	12019158	-	15	14	preexisting_v49_gene_span			1	1	0	2
D0_007615	chr1	25430331	25430840	+	15	15	unresolved			1	0	0	1
D0_007616	chr1	36632260	36633480	+	15	15	other_v49_added_gene		ENSG00000294271	1	0	0	1
D0_007617	chr1	38322725	38329299	-	15	15	other_v49_added_gene		ENSG00000301425	1	0	0	1
D0_007618	chr1	52588119	52594027	-	15	15	unresolved			1	1	0	2
D0_007619	chr1	54524983	54525105	+	15	15	unresolved			1	1	0	2
D0_007620	chr1	55216637	55217454	+	15	12	unresolved			1	1	0	2
D0_007621	chr1	62782225	62783959	-	15	13	unresolved			1	1	0	2
D0_007622	chr1	83170485	83170600	+	15	13	unresolved			1	0	0	1
D0_007623	chr1	83338736	83340189	-	15	12	preexisting_v49_gene_span			1	0	0	1
D0_007624	chr1	83353344	83355897	-	15	12	preexisting_v49_gene_span			1	0	0	1
D0_007625	chr1	85201451	85203338	+	15	14	other_v49_added_gene		ENSG00000296416,ENSG00000296439	1	1	0	2
D0_007626	chr1	87328581	87328876	+	15	13	preexisting_v49_gene_span			1	1	0	2
D0_007627	chr1	90898368	90903298	+	15	14	unresolved			1	0	0	1
D0_007628	chr1	100986219	100989504	-	15	13	unresolved			1	1	0	2
D0_007629	chr1	105707755	105890291	-	15	15	unresolved			1	1	0	2
D0_007630	chr1	108558855	108559995	-	15	11	unresolved			1	1	0	2
D0_007631	chr1	108703066	108705135	+	15	12	unresolved			1	1	0	2
D0_007632	chr1	110640405	110641079	+	15	13	other_v49_added_gene		ENSG00000300042	1	0	0	1
D0_007633	chr1	111185105	111185776	-	15	15	unresolved			1	1	0	2
D0_007634	chr1	114383971	114386044	-	15	12	unresolved			1	0	0	1
D0_007635	chr1	148680658	148681008	-	15	15	unresolved			1	0	0	1
D0_007636	chr1	148767645	148769470	-	15	15	other_v49_added_gene		ENSG00000293797	1	1	0	2
D0_007637	chr1	148789718	148791024	-	15	14	unresolved			1	0	0	1
D0_007638	chr1	149578423	149579283	+	15	12	other_v49_added_gene		ENSG00000291158	1	0	0	1
D0_007639	chr1	150768558	150771490	-	15	11	unresolved			1	0	0	1
D0_007640	chr1	150924497	150926113	-	15	14	other_v49_added_gene		ENSG00000295148,ENSG00000295171	1	0	0	1
D0_007641	chr1	151337658	151340383	+	15	15	preexisting_v49_gene_span			1	1	0	2
D0_007642	chr1	153700911	153701648	+	15	15	unresolved			1	0	0	1
D0_007643	chr1	155000565	155002112	-	15	13	other_v49_added_gene		ENSG00000289103	1	0	0	1
D0_007644	chr1	157138535	157141980	+	15	13	unresolved			1	0	0	1
D0_007645	chr1	157736048	157738782	-	15	13	unresolved			1	0	0	1
D0_007646	chr1	160359244	160359662	-	15	15	unresolved			1	1	0	2
D0_007647	chr1	160666652	160668617	-	15	13	unresolved			1	0	0	1
D0_007648	chr1	162616267	162618120	-	15	13	unresolved			1	1	0	2
D0_007649	chr1	167218174	167219814	-	15	14	preexisting_v49_gene_span			1	1	0	2
D0_007650	chr1	167709344	167709995	+	15	13	unresolved			1	0	0	1
D0_007651	chr1	171742522	171743754	+	15	15	other_v49_added_gene		ENSG00000309242	1	0	0	1
D0_007652	chr1	173411446	173412037	+	15	15	unresolved			1	0	0	1
D0_007653	chr1	178579055	178579510	-	15	11	other_v49_added_gene		ENSG00000297676	1	0	0	1
D0_007654	chr1	180897771	180898191	-	15	13	other_v49_added_gene		ENSG00000294697,ENSG00000294716	1	0	0	1
D0_007655	chr1	182834881	182837162	+	15	13	unresolved			1	1	0	2
D0_007656	chr1	192963661	192966158	-	15	14	preexisting_v49_gene_span			1	0	0	1
D0_007657	chr1	194257051	194257557	-	15	15	other_v49_added_gene		ENSG00000303114	1	0	0	1
D0_007658	chr1	197212577	197214828	+	15	13	other_v49_added_gene		ENSG00000290127	1	0	0	1
D0_007659	chr1	198941018	198941123	-	15	15	unresolved			1	0	0	1
D0_007660	chr1	214338215	214338787	+	15	12	unresolved			1	1	0	2
D0_007661	chr1	217157527	217255029	-	15	15	other_v49_added_gene		ENSG00000300217	0	1	0	1
D0_007662	chr1	222554753	222555193	-	15	14	unresolved			1	1	0	2
D0_007663	chr1	224023457	224023989	+	15	13	other_v49_added_gene		ENSG00000290989	1	0	0	1
D0_007664	chr1	224194041	224194369	-	15	14	unresolved			1	0	0	1
D0_007665	chr1	228508706	228510132	+	15	14	other_v49_added_gene		ENSG00000296453	1	1	1	3
D0_007666	chr1	234934057	234934703	-	15	13	unresolved			1	1	0	2
D0_007667	chr1	247185728	247186917	-	15	13	unresolved			1	1	0	2
D0_007668	chr2	16468055	16478620	-	15	1	other_v49_added_gene		ENSG00000289364	1	1	1	3
D0_007669	chr2	23728751	23731051	-	15	15	unresolved			1	1	0	2
D0_007670	chr2	27426619	27427707	-	15	14	unresolved			1	1	0	2
D0_007671	chr2	32316898	32319343	-	15	14	unresolved			1	0	1	2
D0_007672	chr2	42836548	42871973	+	15	12	other_v49_added_gene		ENSG00000307331,ENSG00000307381	1	1	0	2
D0_007673	chr2	57463493	57467957	-	15	9	preexisting_v49_gene_span			1	0	0	1
D0_007674	chr2	57518852	57522545	-	15	13	preexisting_v49_gene_span			1	0	0	1
D0_007675	chr2	61056867	61059063	+	15	15	unresolved			1	1	0	2
D0_007676	chr2	83062000	83140731	+	15	15	other_v49_added_gene		ENSG00000302175,ENSG00000303504	1	1	0	2
D0_007677	chr2	86814089	86815044	+	15	12	other_v49_added_gene		ENSG00000291013	1	0	0	1
D0_007678	chr2	97590071	97591679	+	15	13	unresolved			1	1	0	2
D0_007679	chr2	97743415	97745834	-	15	14	unresolved			1	1	0	2
D0_007680	chr2	113756762	113757917	+	15	13	unresolved			1	1	0	2
D0_007681	chr2	117813949	117814661	-	15	12	unresolved			1	1	0	2
D0_007682	chr2	121776092	121776219	-	15	15	unresolved			1	0	0	1
D0_007683	chr2	127410486	127413202	-	15	15	preexisting_v49_gene_span			1	1	0	2
D0_007684	chr2	130349874	130351411	-	15	13	unresolved			1	1	0	2
D0_007685	chr2	130394924	130396942	+	15	11	unresolved			1	1	0	2
D0_007686	chr2	130398320	130400810	+	15	14	unresolved			1	0	0	1
D0_007687	chr2	144658385	144660931	-	15	14	unresolved			1	0	0	1
D0_007688	chr2	152113817	152115131	+	15	14	unresolved			1	0	0	1
D0_007689	chr2	157334944	157338586	-	15	14	unresolved			1	0	0	1
D0_007690	chr2	157410576	157413981	+	15	15	unresolved			1	0	0	1
D0_007691	chr2	169582400	169584230	-	15	15	other_v49_added_gene		ENSG00000307322	1	1	0	2
D0_007692	chr2	174064025	174066363	-	15	12	unresolved			1	0	0	1
D0_007693	chr2	186029272	186032627	-	15	14	preexisting_v49_gene_span			1	0	0	1
D0_007694	chr2	189315035	189346243	-	15	15	other_v49_added_gene		ENSG00000288866	1	1	0	2
D0_007695	chr2	189766007	189767587	+	15	14	unresolved			1	1	0	2
D0_007696	chr2	196947671	196948754	-	15	15	unresolved			1	0	0	1
D0_007697	chr2	197477404	197480378	+	15	14	unresolved			1	0	0	1
D0_007698	chr2	200838776	200839140	+	15	11	unresolved			1	0	0	1
D0_007699	chr2	200866185	200869350	-	15	13	unresolved			1	0	0	1
D0_007700	chr2	230316151	230317093	+	15	15	preexisting_v49_gene_span			1	1	0	2
D0_007701	chr2	231690013	231692979	-	15	13	unresolved			1	1	0	2
D0_007702	chr2	239402384	239404892	+	15	15	preexisting_v49_gene_span			1	1	0	2
D0_007703	chr3	23693372	23693474	-	15	15	unresolved			1	0	0	1
D0_007704	chr3	30603522	30604727	-	15	13	unresolved			1	1	0	2
D0_007705	chr3	32520143	32522089	-	15	14	unresolved			1	0	0	1
D0_007706	chr3	33106402	33109258	-	15	14	unresolved			1	0	0	1
D0_007707	chr3	33457752	33462386	-	15	14	unresolved			1	0	0	1
D0_007708	chr3	40644775	40645445	+	15	13	other_v49_added_gene		ENSG00000289169	1	1	0	2
D0_007709	chr3	48905628	48913453	+	15	14	unresolved			1	0	0	1
D0_007710	chr3	52810711	52812709	-	15	15	unresolved			1	1	0	2
D0_007711	chr3	53220965	53222480	-	15	15	unresolved			1	0	0	1
D0_007712	chr3	70945898	70948604	-	15	14	unresolved			1	0	0	1
D0_007713	chr3	121750494	121751313	+	15	15	other_v49_added_gene		ENSG00000288868	1	1	0	2
D0_007714	chr3	121954603	121956425	-	15	12	unresolved			1	1	0	2
D0_007715	chr3	122794084	122794761	+	15	12	other_v49_added_gene		ENSG00000303409	1	1	0	2
D0_007716	chr3	129233476	129236596	+	15	15	other_v49_added_gene		ENSG00000289351	1	1	1	3
D0_007717	chr3	131443953	131444294	-	15	13	unresolved			1	0	0	1
D0_007718	chr3	137904693	137904849	+	15	15	unresolved			1	0	0	1
D0_007719	chr3	141926562	141927485	+	15	12	unresolved			1	1	0	2
D0_007720	chr3	142276161	142277464	+	15	9	unresolved			1	0	0	1
D0_007721	chr3	143074137	143076725	+	15	12	unresolved			1	0	0	1
